,博物馆名称,新闻来源,新闻标题,简介内容,次级新闻网站,新闻发布时间
65,中国国家博物馆,['国家博物馆'],“中国国家博物馆藏品总目(第一期)”正式宣布上线,"为满足社会公众对中国国家博物馆基本藏品信息查询和研究的需要,遵循""开门办馆""的理念,国家博物馆在""第一次全国可移动文物普查""成果的基础上,分期分批...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6558609365627044366%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年5月23日
66,中国国家博物馆,['新华网客户端'],新华·博物馆日报(第200期):中国国家博物馆“中国古代佛造像...,"【中国国家博物馆“中国古代佛造像”改陈开展】12月10日,中国国家博物馆常设专题展“中国古代佛造像”,经过一周的改陈布展重新开展。改陈后,展览在形...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6770065517068681742%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年12月14日
67,中国国家博物馆,['光明网'],中国国家博物馆与中国戏曲学院签署战略合作协议,"新华社北京10月10日电(记者施雨岑)中国国家博物馆10日与中国戏曲学院签署战略合作协议,双方将本着优势互补、资源共享、协同发展、互惠双赢的原则,在...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6882901873091674637%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年10月13日
68,中国国家博物馆,['光明网'],中国国家博物馆关于暂停开放的公告,"北京交警提示 【中国国家博物馆关于暂停开放的公告】 @国家博物馆:国博公告【中国国家博物馆关于暂停开放的公告】各位观众:根据工作需要和安排,中国...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6735344825425461772%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年9月11日
69,中国国家博物馆,['深圳新闻网'],国深博物馆最新进展!前海选址曝光，10家顶级设计机构名单公布,"各地博物馆中的珍藏品数不胜数,国家博物馆落户前海让深圳人喜出望外。那么问题来了,作为深圳“新十大文化设施”的中国国家博物馆深圳馆(暂用名,以下...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6851818622973805063%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年7月21日
70,中国国家博物馆,['北京日报客户端'],中国国家博物馆与中国戏曲学院签约，国博有望“唱大戏”,"未来,最正宗的戏码有望在国家博物馆定期开锣。10日,该馆与中国戏曲学院签订战略合作协议,预计年底双方就将推出特展,讲述中国戏曲教育70年故事。 高校...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6881955686637371918%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年10月10日
71,中国国家博物馆,['国家博物馆'],中国国家博物馆12月展讯,"中国古代瓷器艺术展 专题陈列,长期开展,北17展厅,免费参观。 中国国家博物馆馆藏非洲雕刻艺术精品展 专题陈列,长期开展,北8展厅,免费参观。 专题陈列...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa3703457257%2F%3Fchannel%3D%26source%3Dsearch_tab,2014年12月2日
72,中国国家博物馆,['澎湃新闻'],国家博物馆已恢复开放:施行预约参观机制，每天可预约3万人,"据文化和旅游部政府门户网站4月10日消息,施工原因闭馆多日的中国国家博物馆4月10日恢复开放。同时,国家博物馆4月8日起开始施行全员实名预约参观机制...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6678402479471723020%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年4月11日
73,中国国家博物馆,['全球博物馆'],今日资讯|历史上的今天--中国国家博物馆挂牌成立!,"中国国家博物馆在原中国历史博物馆和原中国革命博物馆的基础上组建而成。中国国家博物馆于2003年2月28日正式挂牌成立,直属文化部。江泽民同志为中国...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6256351248489742593%2F%3Fchannel%3D%26source%3Dsearch_tab,2016年2月28日
74,中国国家博物馆,['澎湃新闻'],国博新展“屹立东方”:有第一面五星红旗，也有《开国大典》,"此次展览位于中国国家博物馆中央一号大厅和西大厅,展期为三个月。其中中央一号大厅展出绘画作品13幅,馆藏“新中国成立”相关展品20余件(套);西大厅展...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6723385436829385230%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年8月10日
75,中国国家博物馆,['海报新闻'],国宝在身边!今天是国际博物馆日，青岛各博物馆馆长携“镇馆之...,"我市共拥有3座国家一级博物馆,分别是青岛市博物馆、青岛啤酒博物馆、青岛山炮台遗址展览馆;此外还有7座国家二级博物馆、9座国家三级博物馆,数量位列...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6963429178544751111%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年05月18日
76,中国国家博物馆,['新京报'],国家博物馆今起恢复开放:实名预约参观 每天预约3万人,"据央视新闻消息,今天(4月10日),因施工原因闭馆多日的中国国家博物馆对公众恢复开放,同时开始施行全员实名预约参观制,每天预约人数为3万人,额满为止。...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6678208899394306573%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年4月10日
77,中国国家博物馆,['国家博物馆'],中国国家博物馆隆重召开第一次学术工作大会,"2016年5月16日,“中国国家博物馆学术工作大会”在我馆剧场隆重召开。这是建馆以来我馆第一次专门召开全馆职工参加的学术工作大会,是我馆进入全面建设...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6285555313174118657%2F%3Fchannel%3D%26source%3Dsearch_tab,2016年5月17日
78,中国国家博物馆,['北京旅游网官方号'],中国国家博物馆1月25日(正月初一)起闭馆!,"根据新型冠状病毒感染的肺炎疫情防控工作的总体部署,避免人员聚集引发交叉感染,经研究决定,中国国家博物馆自2020年1月25日(正月初一)起闭馆,已办网上...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6785319670154002952%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年1月24日
79,中国国家博物馆,['南方都市报'],中国国家博物馆今起实名预约入内，日限3万人,"根据中国国家博物馆官网发布的消息,为切实保障文物安全和观众安全,提升观展体验,中国国家博物馆4月开始实施全员实名预约参观机制(分时段),每天预约人...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6674837131006837262%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年4月1日
80,中国国家博物馆,['国家博物馆'],中国国家博物馆观众数据报告(2017年度),"2017年中国国家博物馆总共开放312天,接待观众总数8062625人次,平均每天接待观众2.6万人次,其中包括未成年人观众139万人次,占比17%,北京地区观众356万...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6525292292385800718%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年2月22日
81,中国国家博物馆,['九门胡同'],国家博物馆《中国古代玉器艺术展》,"中国国家博物馆,正在举办的《中国古代玉器艺术展》,展期截止期没有明确。 从左到右,锥形器(商代)、柄形器(商晚期)、凤鸟形双援戈(商晚期)。 左:钺(夏...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6923758702688338444%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年1月31日
82,中国国家博物馆,['国家博物馆'],本周，国家博物馆将有7个新展览开幕,"“列夫•托尔斯泰与他的时代”展览由中国国家博物馆与俄罗斯雅斯纳雅•波良纳庄园博物馆及莫斯科国立列夫•托尔斯泰博物馆共同举办,展品共255件(套)...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa3552089602%2F%3Fchannel%3D%26source%3Dsearch_tab,2014年9月22日
83,中国国家博物馆,['光明网'],仅次于卢浮宫，中国国家博物馆蝉联全球最受欢迎博物馆第二名,"【仅次于卢浮宫,中国国家博物馆蝉联全球最受欢迎博物馆第二名】日前,国际权威艺术媒体《艺术新闻报》(The Art Newspaper)发布一年一度的全球最受欢迎...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6811411938770158094%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年4月3日
84,中国国家博物馆,['北青网'],走，去国博看音乐,"这场策划已久的大展由中国国家博物馆主办,200余件(套)展品除国博馆藏精品外,还有来自故宫博物院、中国艺术研究院、上海博物馆、湖南省博物馆等支持单...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6865734162691654151%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年8月28日
85,中国国家博物馆,['环球网'],中国国家博物馆10月3日至7日对社会正常开放,"【环球网报道】近日,中国国家博物馆发布通告:10月3日至7日,中国国家博物馆将正常开放。从10月12日起,国博每周六延时至晚9点闭馆。此外,9月21日至10月...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6739678421254668812%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年9月23日
86,中国国家博物馆,['北京日报客户端'],国家博物馆今天起恢复参观预约服务，预约方式看过来,"为创造更加优质的参观环境,进一步提升观众参观体验,国家博物馆从今天起,恢复参观预约服务,观众可从国家博物馆官网(www.chnmuseum.cn)或官方微信(微信...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6652569987456172557%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年1月31日
87,中国国家博物馆,['携程攻略社区'],北京30家特色博物馆了解一下~重点是免费!,"中国国家博物馆是世界上建筑面积最大的博物馆,基本陈列是《古代中国》和《复兴之路》。除此之外,还经常有各种精彩展览。徜徉于历史与艺术的长河中,感...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6623026232688640520%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年11月13日
88,中国国家博物馆,['首都之窗'],国家博物馆今天开馆!最新“国博攻略”+4个重磅展览请收好，有...,"为切实保障文物安全和观众安全,提升观展体验,中国国家博物馆拟于2019年4月开始施行全员实名预约参观机制(分时段),每天 预约人数为3万人 , 额满为止。...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6678229375487312397%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年4月10日
89,中国国家博物馆,['壹现场'],国博里有啥宝贝?看馆藏总目就知道了,"“超级连接的博物馆:新方法、新公众”。为进一步探索博物馆与公众的联系,国家博物馆开展了丰富的纪念活动,其中《中国国家博物馆藏品总目》首次公布。...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6556771998846943757%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年5月18日
90,中国国家博物馆,['国家博物馆'],《中国国家博物馆馆刊》2017年第1期,《中国国家博物馆馆刊》可以通过以下方式获得: 1.国家博物馆图书售卖处 2.邮局订阅 3.国博淘宝旗舰店zggjbwg.tmall.com 4.拨打订购电话010-65119510...,https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6384975114731995394%2F%3Fchannel%3D%26source%3Dsearch_tab,2017年2月9日
91,中国国家博物馆,['中国经济网'],工资8300元，年薪最高100万，面向全国!高中以上可报!,"报名地点:中国国家博物馆 报名网址: http://guobozhaopin.chnmuseum.cn/dTalent/dtalent/drs/default/register.jsp 3、事业编制,黄河水利委员会招聘...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6659879946929832462%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年2月20日
92,中国国家博物馆,['文汇网'],国家博物馆与中国戏曲学院“跨界”合作，将碰撞出怎样的火花?,"戏曲教育的最高学府与国家博物馆之间的“跨界”合作,会碰撞出怎样的火花?对中华优秀戏曲文化的传承将产生怎样的影响?10月10日,中国国家博物馆与中国...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6882157778501108238%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年10月11日
93,中国国家博物馆,['全球博物馆'],带你逛博物馆|国家博物馆参观攻略,"暑期,天儿这么热,如何轻松自在、游刃有余地来一趟国家博物馆之旅?小编来支招!俗话说的好:“凡事预则立,不预则废”,确定了想来的愿望,第一时间要做的...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6578213592342987271%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年7月15日
94,中国国家博物馆,['中国之声'],这辈子一定要去的十座博物馆,"中国国家博物馆,位于北京市中心天安门广场东侧,是在原中国历史博物馆和原中国革命博物馆的基础上组建而成。国家博物馆是一座以历史与艺术为主、系统...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6285978110547181825%2F%3Fchannel%3D%26source%3Dsearch_tab,2016年5月18日
95,中国国家博物馆,['中国新闻网'],中央社会主义学院与中国国家博物馆签署战略合作协议,"在签约仪式上,中央社会主义学院党组书记、第一副院长潘岳表示,中国国家博物馆是集中反映中华优秀传统文化、革命文化和社会主义先进文化的国家最高历...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6850001339733737998%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年7月16日
96,中国国家博物馆,['全球博物馆'],这七家博物馆，是实力特别强，每家都藏有五件以上不得出境的国宝,"中国国家博物馆是世界上建筑面积最大的博物馆,也是中国乃至全亚洲水平最高的考古博物馆。此馆始建于1912年,当时叫做国立历史博物馆筹备处。解放后隶...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6601480183604052488%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年9月15日
97,中国国家博物馆,['光明网'],“瑞彩平安--2020新春展”中国国家博物馆开幕,"1月16日,由中国国家博物馆、中国美术家协会、中国书法家协会主办的""瑞彩平安--2020新春展""在中国国家博物馆开幕。图为展览现场。(杜建坡摄/光明图片...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6782724877833994765%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年1月17日
98,中国国家博物馆,['巫晨'],国家博物馆参观记,"国家博物馆是1959年建成的,原来叫中国革命历史博物馆,2003年更名为中国国家博物馆,这是为建国十周年而建的“十大建筑”之一,十大建筑分别是人民大会...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6655522351234417166%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年2月8日
